id,author_id,year
"340","1199","2015"
"341","534","2014"
"342","1772","1996"
"343","41","1998"
"344","59","1992"
"345","1971","2019"
"346","2127","2016"
"347","594","1981"
"348","2087","1982"
"349","1716","1990"
"350","2314","1991"
"351","1816","2004"
"352","1135","2018"
"353","891","2018"
"354","938","2013"
"355","1764","1976"
"356","2375","2001"
"357","1273","2001"
"358","851","1975"
"359","596","2013"
"360","1768","1978"
"361","2484","2023"
"362","1317","1987"
"363","2123","2005"
"364","575","2018"
"365","965","1976"
"366","522","1995"
"367","1619","1980"
"368","436","1984"
"369","904","2002"
"370","1658","2003"
"371","539","1981"
"372","897","2005"
"373","1706","1988"
"374","2374","1990"
"375","1870","1999"
"376","2095","1980"
"377","2393","1982"
"378","1850","2008"
"379","628","1980"
"380","1488","2014"
"381","698","1983"
"382","1673","1975"
"383","96","2013"
"384","151","2003"
"385","816","1989"
"386","1886","1987"
"387","1466","1980"
"388","725","2011"
"389","2238","1977"
"390","1097","2003"
"391","1804","2019"
"392","2254","1987"
"393","615","2004"
"394","2296","2010"
"395","2407","2015"
"396","60","1975"
"397","2288","1984"
"398","1164","2016"
"399","706","2013"
"400","2390","2012"
"401","1182","2001"
"402","404","2019"
"403","1777","1987"
"404","698","2000"
"405","414","1979"
"406","541","1989"
"407","2401","1990"
"408","970","1975"
"409","720","2005"
"410","1003","2021"
"411","1240","1990"
"412","352","1993"
"413","944","1976"
"414","361","1983"
"415","5","2008"
"416","869","2007"
"417","48","1989"
"418","1783","1998"
"419","372","2023"
"420","1672","2013"
"421","2449","1997"
"422","2108","1993"
"423","1412","2003"
"424","1213","2022"
"425","1040","1995"
"426","866","2009"
"427","435","1994"
"428","1914","2004"
"429","1040","1992"
"430","2231","1978"
"431","2174","1982"
"432","568","2017"
"433","2452","2000"
"434","22","2023"
"435","2056","1990"
"436","2286","1998"
"437","470","1988"
"438","1074","2000"
"439","2369","1985"
"440","2050","1979"
"441","1984","1985"
"442","257","2011"
"443","1729","2018"
"444","700","2008"
"445","226","2007"
"446","580","1997"
"447","931","1990"
"448","1269","1975"
"449","1814","1978"
"450","1381","1983"
"451","1729","2002"
"452","10","1990"
"453","2058","2000"
"454","1897","2021"
"455","1451","1987"
"456","920","1983"
"457","2435","1986"
"458","2459","1992"
"459","143","2002"
"460","138","2010"
"461","542","1995"
"462","300","2023"
"463","1644","1988"
"464","605","1997"
"465","1478","2016"
"466","261","1984"
"467","32","2002"
"468","1067","1987"
"469","2023","2006"
"470","696","2002"
"471","753","1984"
"472","1192","2015"
"473","887","2016"
"474","1318","1986"
"475","1774","1982"
"476","2385","2018"
"477","1863","1995"
"478","2367","1985"
"479","1852","1986"
"480","544","2023"
"481","1900","2007"
"482","2446","1980"
"483","961","2008"
"484","2036","1998"
"485","815","1986"
"486","1491","2023"
"487","2488","2006"
"488","1998","2016"
"489","966","1978"
"490","1110","1996"
"491","1645","1998"
"492","1838","2022"
"493","472","1990"
"494","1526","1982"
"495","2289","1975"
"496","284","2018"
"497","1469","2009"
"498","461","2002"
"499","888","1991"
"500","1945","2021"
"501","1937","1976"
"502","129","2022"
"503","1390","1991"
"504","87","1993"
"505","1280","2023"
"506","1911","1980"
"507","226","1992"
"508","738","1997"
"509","1632","2023"
"510","1649","1993"
"511","1510","1979"
"512","1506","1981"
"513","812","1977"
"514","983","1991"
"515","711","1976"
"516","429","2001"
"517","2015","1981"
"518","1085","1990"
"519","1043","2007"
"520","1596","2005"
"521","462","2012"
"522","1274","1978"
"523","1471","2000"
"524","912","2016"
"525","1695","1975"
"526","322","1986"
"527","2185","2001"
"528","1073","2001"
"529","1866","2019"
"530","1018","1990"
"531","2087","1984"
"532","2184","2011"
"533","1413","1991"
"534","94","1983"
"535","1541","1988"
"536","2258","1982"
"537","1028","2018"
"538","272","2014"
"539","92","2023"
"540","279","1982"
"541","576","1998"
"542","1854","1985"
"543","2241","2006"
"544","2412","1975"
"545","1473","2002"
"546","2243","1997"
"547","1646","1978"
"548","39","1996"
"549","782","2010"
"550","1867","1996"
"551","956","1978"
"552","1541","1987"
"553","764","1985"
"554","2142","1986"
"555","271","2002"
"556","2172","2023"
"557","961","2008"
"558","49","2000"
"559","2046","2016"
"560","159","2022"
"561","1957","1990"
"562","46","1984"
"563","2414","1995"
"564","1530","2012"
"565","348","2015"
"566","249","1983"
"567","2086","1996"
"568","1768","1993"
"569","2040","2011"
"570","2234","1999"
"571","682","1985"
"572","560","1990"
"573","53","1984"
"574","727","2015"
"575","901","2004"
"576","1664","2008"
"577","497","2014"
"578","1048","1987"
"579","1501","2004"
"580","122","2011"
"581","1163","1995"
"582","2417","1975"
"583","885","1981"
"584","2394","2007"
"585","1323","1981"
"586","2002","1998"
"587","223","1978"
"588","1409","1991"
"589","1572","1978"
"590","2460","2004"
"591","839","2022"
"592","641","2016"
"593","878","1999"
"594","317","1983"
"595","1103","1996"
"596","22","2016"
"597","194","1997"
"598","1109","2009"
"599","1034","2000"
"600","569","1985"
"601","1503","2003"
"602","1325","1990"
"603","2043","2016"
"604","1966","1976"
"605","1857","1984"
"606","1317","2022"
"607","1407","2021"
"608","1353","1988"
"609","1711","1996"
"610","1224","1982"
"611","1392","2020"
"612","2340","2007"
"613","1604","1998"
"614","936","1983"
"615","2494","1999"
"616","1619","2019"
"617","1201","2010"
"618","2029","2023"
"619","485","1979"
"620","1912","2017"
"621","1487","1996"
"622","2492","2020"
"623","1184","2001"
"624","1551","2020"
"625","526","1986"
"626","1354","1978"
"627","2331","1987"
"628","105","1995"
"629","101","2001"
"630","491","2010"
"631","1202","1996"
"632","887","1976"
"633","849","2010"
"634","1041","1989"
"635","160","1987"
"636","134","1986"
"637","1561","2009"
"638","1306","2018"
"639","987","1984"
"640","16","2004"
"641","227","1981"
"642","2500","1989"
"643","695","1984"
"644","2383","2017"
"645","641","2018"
"646","2065","2012"
"647","1563","2020"
"648","2147","1976"
"649","1691","1982"
"650","1835","2003"
"651","1929","2013"
"652","1769","2006"
"653","1995","1978"
"654","138","1995"
"655","2481","2006"
"656","254","2023"
"657","461","1997"
"658","1818","2015"
"659","1951","1977"
"660","1037","1992"
"661","263","2001"
"662","29","2021"
"663","2203","2004"
"664","1745","2023"
"665","2427","1986"
"666","819","2023"
"667","956","1977"
"668","1162","1987"
"669","2066","2023"
"670","302","2016"
"671","2184","1976"
"672","1235","2011"
"673","2177","2004"
"674","59","2013"
"675","1476","1988"
"676","783","1976"
"677","125","1975"
"678","1338","1992"
"679","2369","2001"
"680","1590","1976"
"681","1908","2006"
"682","1746","2017"
"683","1684","2008"
"684","1991","1985"
"685","1546","1996"
"686","136","2014"
"687","1408","2013"
"688","2168","2001"
"689","177","1983"
"690","1217","1997"
"691","92","2011"
"692","2072","1985"
"693","1334","1983"
"694","1502","1976"
"695","2051","1993"
"696","426","2020"
"697","1046","1986"
"698","1910","2003"
"699","585","1988"
"700","1272","1992"
"701","2374","2000"
"702","586","1983"
"703","1826","2021"
"704","1763","2023"
"705","1277","1975"
"706","51","2023"
"707","1866","1999"
"708","1567","2008"
"709","2485","1982"
"710","2412","1997"
"711","1872","2009"
"712","405","1996"
"713","153","2007"
"714","2112","1992"
"715","2491","2014"
"716","62","1978"
"717","27","1989"
"718","1215","1983"
"719","590","2007"
"720","2452","2001"
"721","550","1982"
"722","557","2020"
"723","573","1983"
"724","2291","2007"
"725","2027","2014"
"726","481","2014"
"727","2230","2018"
"728","1184","1976"
"729","1484","2006"
"730","1523","1995"
"731","1555","1985"
"732","254","1999"
"733","1836","2011"
"734","1797","1980"
"735","1905","2021"
"736","485","1994"
"737","1688","1997"
"738","1067","2006"
"739","452","2009"
"740","2301","1990"
"741","342","1990"
"742","489","1976"
"743","197","2017"
"744","1684","2018"
"745","1231","2011"
"746","2039","1989"
"747","2081","2007"
"748","1750","1977"
"749","1092","2005"
"750","710","2003"
"751","2198","1976"
"752","519","2007"
"753","1965","2005"
"754","1859","1982"
"755","951","1994"
"756","1975","2000"
"757","1791","1986"
"758","1742","1990"
"759","2101","1977"
"760","1165","2016"
"761","166","1986"
"762","1835","1993"
"763","1027","2018"
"764","1312","1982"
"765","160","1999"
"766","58","2002"
"767","1843","1985"
"768","1410","2000"
"769","2240","1978"
"770","1090","1977"
"771","1479","1996"
"772","219","2008"
"773","1206","1975"
"774","2428","2022"
"775","1638","1994"
"776","2480","2013"
"777","988","1978"
"778","2137","2001"
"779","899","1987"
"780","1072","2012"
"781","2392","2004"
"782","1671","2019"
"783","2243","1993"
"784","1308","2007"
"785","538","1994"
"786","1892","1979"
"787","1215","1987"
"788","2399","1998"
"789","292","1986"
"790","2241","2004"
"791","1555","1985"
"792","713","1989"
"793","1237","2011"
"794","2466","1993"
"795","172","2004"
"796","1711","2007"
"797","1452","2009"
"798","709","1987"
"799","321","2002"
"800","191","2002"
"801","1735","1978"
"802","1431","1986"
"803","110","1994"
"804","534","1995"
"805","1289","1984"
"806","1976","2023"
"807","2360","2010"
"808","1840","1995"
"809","21","1982"
"810","373","1983"
"811","761","1982"
"812","1536","2001"
"813","1997","1993"
"814","639","1997"
"815","1487","1977"
"816","2339","2021"
"817","958","1982"
"818","1384","1988"
"819","1377","1983"
"820","2182","2000"
"821","805","2000"
"822","2248","1997"
"823","149","1993"
"824","145","2019"
"825","589","2020"
"826","873","2001"
"827","1671","1980"
"828","2126","2006"
"829","1487","2021"
"830","220","1984"
"831","1983","2003"
"832","951","1998"
"833","772","2004"
"834","1491","1982"
"835","2445","1998"
"836","275","2019"
"837","911","2004"
"838","2076","1991"
"839","1803","1985"
"840","1867","1984"
"841","1372","2019"
"842","1114","2012"
"843","1006","2003"
"844","1654","2014"
"845","1796","2000"
"846","1102","1992"
"847","2073","1997"
"848","2037","2004"
"849","1977","2000"
"850","1105","1997"
"851","1215","2015"
"852","724","2009"
"853","2455","1998"
"854","104","1978"
"855","2185","1976"
"856","1243","2002"
"857","829","2013"
"858","1518","1986"
"859","1662","2003"
"860","915","2004"
"861","2169","2008"
"862","1824","1994"
"863","1455","1980"
"864","2021","2003"
"865","2361","2022"
"866","1933","1998"
"867","1775","1990"
"868","1828","1975"
"869","923","1993"
"870","656","2013"
"871","1316","1983"
"872","8","2012"
"873","633","1975"
"874","732","2014"
"875","499","1977"
"876","1617","2023"
"877","1854","2014"
"878","329","2022"
"879","845","2003"
"880","628","1983"
"881","1729","1978"
"882","931","2013"
"883","173","1985"
"884","2475","2012"
"885","1154","1991"
"886","1942","1996"
"887","469","1992"
"888","2237","1981"
"889","213","2009"
"890","1014","2004"
"891","1854","1998"
"892","1905","1982"
"893","902","1999"
"894","696","1975"
"895","2017","1995"
"896","302","2015"
"897","292","2010"
"898","2142","1979"
"899","2235","1997"
"900","1444","1986"
"901","1467","1982"
"902","2361","2004"
"903","1830","2017"
"904","762","2002"
"905","1231","2010"
"906","1120","2014"
"907","989","2006"
"908","578","2016"
"909","386","2019"
"910","2252","1984"
"911","1370","1985"
"912","822","1977"
"913","1133","1977"
"914","2099","2003"
"915","604","1976"
"916","2108","2021"
"917","831","2015"
"918","241","2007"
"919","638","2022"
"920","1204","1986"
"921","1788","2015"
"922","2132","2004"
"923","841","2001"
"924","638","2004"
"925","1285","1991"
"926","2103","2014"
"927","842","2002"
"928","423","2005"
"929","1366","1981"
"930","1507","2006"
"931","1290","1987"
"932","1319","1988"
"933","2357","2012"
"934","1709","1986"
"935","1126","1980"
"936","1855","2023"
"937","1950","1986"
"938","1164","1993"
"939","132","2011"
"940","268","2003"
"941","469","2001"
"942","263","2008"
"943","1308","2001"
"944","713","2007"
"945","625","2006"
"946","2415","2005"
"947","2031","1990"
"948","2190","1975"
"949","134","1986"
"950","1295","2016"
"951","2181","2014"
"952","90","1990"
"953","1806","1983"
"954","36","1983"
"955","748","2001"
"956","1777","1993"
"957","1513","2003"
"958","71","1988"
"959","1794","2016"
"960","888","1975"
"961","1810","2019"
"962","1297","2015"
"963","1685","2012"
"964","2465","1981"
"965","2252","2013"
"966","287","1977"
"967","1901","2021"
"968","189","2003"
"969","1659","2001"
"970","2209","2000"
"971","1182","1995"
"972","2093","2016"
"973","1277","1985"
"974","793","1987"
"975","1788","1987"
"976","1143","1983"
"977","1857","1999"
"978","1043","2015"
"979","1571","1993"
"980","607","1993"
"981","1201","2000"
"982","2398","1995"
"983","1626","1997"
"984","1562","1995"
"985","1759","1977"
"986","1975","1988"
"987","1447","1995"
"988","30","2019"
"989","308","1994"
"990","717","2010"
"991","1720","2003"
"992","2276","1975"
"993","288","2022"
"994","826","2015"
"995","1514","2019"
"996","920","1982"
"997","1241","1990"
"998","81","1983"
"999","2210","1994"
"1000","114","1992"
