id,title,rating
"242","The Love You Save","8.1"
"243","Mule Train","3"
"244","We Built This City","6.4"
"245","The Reason","7.6"
"246","Little Darlin'","9.7"
"247","Respect","2.2"
"248","Wipe Out","8.5"
"249","Queen of Hearts","8.2"
"250","Everyday People","6"
"251","Shake You Down","5"
"252","Macarena","2.5"
"253","Wannabe","3.7"
"254","What's Going On?","2.6"
"255","Mood Indigo","10"
"256","Leaving","0.6"
"257","Crazy in Love","0.6"
"258","Glamorous","1.5"
"259","Best of My Love","0.8"
"260","Honky Tonk","6.4"
"261","Maggie May","3.9"
"262","Good Lovin'","4.4"
"263","Sweet Caroline (Good Times Never Seemed So Good)","7.6"
"264","These Boots Are Made For Walking","2"
"265","No One","4.2"
"266","Hot Stuff","6.6"
"267","Thank You (Falettinme be Mice Elf Again)","2.6"
"268","The Joker","2.1"
"269","Dancing Queen","4.3"
"270","All My Lovin' (You're Never Gonna Get It)","7.3"
"271","One of These Nights","8.2"
"272","One of Us","9.6"
"273","Crazy For You","8.2"
"274","Up Where We Belong","3.9"
"275","Un-Break My Heart","9.4"
"276","Crimson & Clover","0.4"
"277","Tha Crossroads","5.9"
"278","Sing","7.8"
"279","Total Eclipse of the Heart","6.7"
"280","Wayward Wind","4.3"
"281","Everyday People","6.1"
"282","Magic","7"
"283","She Drives Me Crazy","4.3"
"284","Over the Rainbow","6.6"
"285","Tammy","5.5"
"286","I've Heard That Song Before","2.9"
"287","Hold On","6.5"
"288","Kryptonite","2.7"
"289","Little Things Mean a Lot","9"
"290","Disturbia","2.7"
"291","Some Enchanted Evening","3.8"
"292","Honky Tonk Woman","7.1"
"293","On My Own","0.9"
"294","The Sounds of Silence","2.2"
"295","ABC","2.9"
"296","Theme From 'A Summer Place'","4.7"
"297","Little Darlin'","5.1"
"298","The End of the World","5.6"
"299","You make Me Wanna","6"
"300","I Only Have Eyes For You","7.3"
"301","The Great Pretender","5"
"302","Weak","2.4"
"303","Runaway","3"
"304","When a Man Loves a Woman","2.9"
"305","Big Bad John","3.3"
"306","Alone","9.3"
"307","Johnny B Goode","4"
"308","I'm So Lonesome I Could Cry","3"
"309","The Sweet Escape","2.3"
"310","Up Up & Away","1.7"
"311","Macarena","6.9"
"312","Promiscuous","10"
"313","Before The Next Teardrop Falls","8.3"
"314","Take The 'A' Train","8.5"
"315","Because You Loved Me","8.8"
"316","Rock Your Baby","9.8"
"317","Sweet Home Alabama","1.2"
"318","You Really Got Me","6.1"
"319","Venus","3.5"
"320","Colors of the Wind","2.7"
"321","Shout","8.8"
"322","Take a Bow","7.1"
"323","Whole Lotta Shakin' Goin' On","1.3"
"324","Love Child","6.5"
"325","Love In This Club","4.6"
"326","Earth Angel","6.4"
"327","Black Or White","4.5"
"328","Unbelievable","9.8"
"329","Bad Moon Rising","4.7"
"330","Cherish","8.2"
"331","Miss You","3.4"
"332","The Rose","7.6"
"333","Karma Chameleon","8.1"
"334","Poker Face","8.9"
"335","Rock Your Baby","7.6"
"336","Turn! Turn! Turn! (To Everything There is a Season)","0.7"
"337","Strangers in the Night","0.3"
"338","For What It's Worth (Stop","3.1"
"339","Ghostbusters","1"
"340","You're So Vain","5.9"
"341","Dardanella","5.4"
"342","Stayin' Alive","0.1"
"343","End of the Road","9.3"
"344","Tammy","5.5"
"345","Moonlight Cocktail","4.3"
"346","Burn","9.9"
"347","Lookin' Out My Back Door","8"
"348","Arthur's Theme (Best That You Can Do)","5.7"
"349","Lady","3.3"
"350","Ruby Tuesday","0.2"
"351","Nothing Compares 2 U","7.4"
"352","Bohemian Rhapsody","1.1"
"353","I Love Rock 'n' Roll","1.1"
"354","Shadow Dancing","2.4"
"355","Seasons in the Sun","7"
"356","You Can't Hurry Love","6.4"
"357","Bad","6.9"
"358","Roll With It","3.2"
"359","Wild Wild West","2.9"
"360","Dizzy","0.2"
"361","Caldonia Boogie (What Makes Your Big Head So Hard)","7"
"362","Suspicious Minds","5.6"
"363","Always On My Mind","6"
"364","Night Fever","3.6"
"365","Funkytown","1.5"
"366","How Do You Mend a Broken Heart","2.2"
"367","Without You","8.5"
"368","(Put Another Nickel In) Music! Music! Music!","2.1"
"369","Just Dance","9.2"
"370","Eve of Destruction","8.6"
"371","Walk On the Wild Side","5.5"
"372","Another Brick in the Wall (part 2)","1.6"
"373","Mule Train","2.4"
"374","Firework","6.7"
"375","Sweet Caroline (Good Times Never Seemed So Good)","4.8"
"376","(Sexual) Healing","5.9"
"377","Twist & Shout","7.8"
"378","12th Street Rag","2.1"
"379","I Can't Help Myself (Sugar Pie","2"
"380","Hit the Road","2.8"
"381","Hey There Delilah","0.4"
"382","If You Leave Me Now","1.2"
"383","Jailhouse Rock","0.9"
"384","Rag Doll","3.8"
"385","Rhapsody in Blue","6.9"
"386","We Are the World","3.6"
"387","Fast Car","0.7"
"388","Instant Karma","9.8"
"389","The First Time Ever I Saw Your Face","4"
"390","If (They Made Me a King)","7.4"
"391","Ole Buttermilk Sky","3.7"
"392","Disco Lady","5"
"393","Firework","7.7"
"394","Sugar Shack","7.3"
"395","Sixteen Tons","3.9"
"396","Ol' Man River","3"
"397","Loving You","2.1"
"398","Sweet Georgia Brown","8"
"399","Man in the Mirror","3.4"
"400","Georgy Girl","0.7"
"401","If (They Made Me a King)","7.8"
"402","Let's Hear it For the Boy","8.8"
"403","The Great Pretender","1"
"404","Love Will Keep Us Together","6.1"
"405","Love is a Many Splendoured Thing","6.7"
"406","I Don't Want to Miss a Thing","9.4"
"407","This Land is Your Land","7.6"
"408","Happy Together","0.3"
"409","Sunday","4.7"
"410","Monday Monday","2"
"411","Dreams","5.8"
"412","Take The 'A' Train","9.1"
"413","I Get Around","1.4"
"414","Reunited","3.4"
"415","Take On Me","2.2"
"416","The First Time Ever I Saw Your Face","9.1"
"417","Paper Doll","6.5"
"418","Footloose","6.7"
"419","Stranger On the Shore","1.7"
"420","The Thing","9"
"421","Mrs Brown You've Got a Lovely Daughter","5.3"
"422","Apologize","1.3"
"423","It Had to Be You","3.4"
"424","Come On-a My House","3.6"
"425","What's Love Got to Do With It?","2.5"
"426","Hit the Road","2.7"
"427","No Scrubs","8.6"
"428","That Old Black Magic","9.5"
"429","Earth Angel","6.2"
"430","Ac-cent-tchu-ate the Positive","7.8"
"431","I Can Dream","5.7"
"432","Ben","4.1"
"433","Blurred Lines","8.9"
"434","Bleeding Love","5.6"
"435","Help!","2.6"
"436","I Still Haven't Found What I'm Looking For","0.6"
"437","Lonely Boy","4.1"
"438","Papa Was a Rolling Stone","3.9"
"439","That'll Be the Day","1.5"
"440","Over There","6"
"441","Somebody to Love","1.8"
"442","The End of the World","9.8"
"443","Da Doo Ron Ron (When He Walked Me Home)","0.9"
"444","Cathy's Clown","9.1"
"445","Hanky Panky","5"
"446","St Louis Blues","5.2"
"447","Mony Mony","0.6"
"448","Sunshine of Your Love","7.6"
"449","Cry","4.6"
"450","We Got The Beat","8.4"
"451","Under the Boardwalk","3.5"
"452","I Feel Love","2.1"
"453","Kiss On My List","8"
"454","Let's Dance","7.4"
"455","The Last Dance","8.4"
"456","Roll With It","4.8"
"457","Here Without You","0.9"
"458","Boom Boom Pow","5.2"
"459","The Long & Winding Road","7.6"
"460","Living For the City","4.2"
"461","Ain't Misbehavin'","6.8"
"462","Rich Girl","2"
"463","Brother","4.2"
"464","Gonna Make You Sweat (Everybody Dance Now)","9.4"
"465","Prisoner of Love","7.4"
"466","Baby Come Back","0.5"
"467","Candy Man","6.3"
"468","Born in the USA","1.1"
"469","A-Tisket A-Tasket","9.6"
"470","Disco Lady","2.4"
"471","I Can Help","0.9"
"472","Personality","8.8"
"473","Faith","2.3"
"474","Love In This Club","8.7"
"475","Pick Up the Pieces","4.2"
"476","Kryptonite","9.5"
"477","Born in the USA","4.3"
"478","Sentimental Journey","1.4"
"479","Ray of Light","5.8"
"480","Sixteen Tons","9.9"
"481","Papa Was a Rolling Stone","8.8"
"482","St Louis Blues","4.9"
"483","Roll Over Beethoven","0.1"
"484","Big Bad John","6.8"
"485","Stand By Me","0.9"
"486","Honky Tonk Woman","9.2"
"487","The First Time Ever I Saw Your Face","7.6"
"488","Ironic","9.7"
"489","Me & Bobby McGee","1.3"
"490","Ticket to Ride","3.8"
"491","I Want to Hold Your Hand","9.3"
"492","Beauty & the Beast","8.3"
"493","Boom Boom Pow","0.1"
"494","(I've Got a Gal In) Kalamazoo","5.5"
"495","One of Us","0.7"
"496","Sunshine Superman","8.1"
"497","Blue Tango","5.7"
"498","Kiss You All Over","0.6"
"499","Duke of Earl","5.1"
"500","You Light Up My Life","2.3"
"501","Blue Tango","5.2"
"502","He's So Fine","7.2"
"503","We Are the Champions","2.2"
"504","Hanging by a Moment","0.7"
"505","Mrs Brown You've Got a Lovely Daughter","2.3"
"506","(Everything I Do) I Do it For You","0.6"
"507","Can You Feel the Love Tonight","8.8"
"508","Smooth","5.9"
"509","We Are Family","3.1"
"510","Ode To Billie Joe","7.4"
"511","What's Going On?","9.8"
"512","Wind Beneath My Wings","2.3"
"513","Because of You","5"
"514","Hard to Say I'm Sorry","0.1"
"515","Instant Karma","2.2"
"516","Sexyback","0.7"
"517","Doo Wop (That Thing)","5.8"
"518","Till The End of Time","5.6"
"519","U Can't Touch This","4.7"
"520","Be Bop a Lula","7.7"
"521","Get Back","2.2"
"522","Na Na Hey Hey (Kiss Him Goodbye)","9.6"
"523","Don't Go Breaking My Heart","6.6"
"524","Crazy","5"
"525","White Rabbit","0.4"
"526","Brown Eyed Girl","0.8"
"527","Kiss","4.5"
"528","Papa Don't Preach","9.6"
"529","Creep","9.4"
"530","Right Back Where We Started From","3.7"
"531","Shout","6.4"
"532","Before The Next Teardrop Falls","7.5"
"533","Hound Dog","5.4"
"534","Single Ladies (Put A Ring On It)","5.2"
"535","Big Bad John","8.7"
"536","Ebony & Ivory","9.5"
"537","Ironic","9.7"
"538","Hold On","7.2"
"539","(I've Had) the Time of My Life","4"
"540","When You Wish Upon a Star","2.7"
"541","Best of My Love","4.9"
"542","Mr Big Stuff","6.5"
"543","Bridge Over Troubled Water","5.7"
"544","Weak","1.2"
"545","Somethin' Stupid","1.6"
"546","The Sweet Escape","8.1"
"547","Stagger Lee","1"
"548","Return to Sender","8.7"
"549","Stayin' Alive","8.6"
"550","I Will Follow Him","3"
"551","Make it With You","1.5"
"552","If You Don't Know Me By Now","1.8"
"553","Oh","8.7"
"554","Hollaback Girl","8.8"
"555","That Lucky Old Sun (Just Rolls Around Heaven All Day)","5.6"
"556","Instant Karma","8.6"
"557","Stronger","9.7"
"558","Near You","1.6"
"559","We Are the Champions","5.1"
"560","Walk Like an Egyptian","6"
"561","The Twist","4.4"
"562","Ruby Tuesday","8.6"
"563","Wicked Game","2"
"564","1999","1.9"
"565","My Heart Will Go On","1.6"
"566","If I Didn't Care","4.1"
"567","Abracadabra","4.7"
"568","The Loco-Motion","0.7"
"569","Vogue","8.9"
"570","Long Cool Woman in a Black Dress","1.4"
"571","Fame","6.1"
"572","I Fall to Pieces","5.9"
"573","Check On It","7.5"
"574","Hey Jude","1"
"575","Mood Indigo","6.6"
"576","If I Didn't Care","9.7"
"577","Flashdance. What a Feeling","9.8"
"578","Que sera sera (Whatever will be will be)","3.9"
"579","Tie a Yellow Ribbon 'round the Old Oak Tree","6.3"
"580","Flashdance. What a Feeling","9.6"
"581","Louie Louie","4.7"
"582","Don't Be Cruel","3.1"
"583","How You Remind Me","7.9"
"584","Jive Talkin'","2"
"585","Ebony & Ivory","3.8"
"586","Bohemian Rhapsody","8.2"
"587","Sh-Boom (Life Could Be a Dream)","2.3"
"588","Will You Love Me Tomorrow","7.7"
"589","Macarena","7"
"590","Woman","8.5"
"591","A Whiter Shade of Pale","5.2"
"592","Tammy","8"
"593","Last Train to Clarksville","9.2"
"594","Love Hangover","7.8"
"595","It Had to Be You","5.1"
"596","Somebody That I Used to Know","3.1"
"597","Cracklin' Rosie","0.3"
"598","Mr Big Stuff","9.4"
"599","Cherry Pink & Apple Blossom White","7.8"
"600","Just My Imagination (Running Away With Me)","8"
"601","Le Freak","8.1"
"602","Vogue","9.9"
"603","Behind Closed Doors","2.1"
"604","Spanish Harlem","6.9"
"605","Escape (The Pina Colada Song)","3.3"
"606","Whoomp! (There it Is)","8.5"
"607","Take My Breath Away","0.8"
"608","Whoomp! (There it Is)","0.2"
"609","Loving You","3.4"
"610","Unbelievable","8.9"
"611","We Didn't Start the Fire","8.8"
"612","Twist & Shout","9.9"
"613","Love Letters in the Sand","8.8"
"614","Don't Let the Sun Go Down On Me","9.2"
"615","All I Wanna Do","2.1"
"616","School's Out","5.5"
"617","Save the Best For Last","0.7"
"618","I'll Be There","0.1"
"619","Puttin' on the Ritz","6.6"
"620","Mickey","8.5"
"621","We Will Rock You","9.2"
"622","Open Arms","4.8"
"623","Brother","8.4"
"624","Sixteen Tons","7.6"
"625","The Twist","2"
"626","You Don't Bring Me Flowers","7.2"
"627","I Only Have Eyes For You","7.3"
"628","Take My Breath Away","8.2"
"629","Smoke On the Water","8.4"
"630","Down Under","4.4"
"631","Me & Mrs Jones","5.5"
"632","Gives You Hell","4.9"
"633","Get Down Tonight","9.4"
"634","The Gypsy","3.7"
"635","How Do You Mend a Broken Heart","7.9"
"636","Imagine","8.6"
"637","Cathy's Clown","6.3"
"638","Roses Are Red","2.7"
"639","Sugar Sugar","5.9"
"640","Hurt So Good","0.8"
"641","Papa Was a Rolling Stone","9.2"
"642","Pistol Packin' Mama","0"
"643","Nothin' on You","7.3"
"644","You're the One That I Want","9.2"
"645","Kiss Me","5.3"
"646","Heartbreak Hotel","5.3"
"647","The Streak","1.9"
"648","Change the World","4.3"
"649","Personality","3.3"
"650","Rosanna","0.1"
"651","Black Or White","1.1"
"652","Paperback Writer","3.4"
"653","Ol' Man River","2.1"
"654","A Whiter Shade of Pale","8.3"
"655","Make Love to Me","9.2"
"656","Papa Was a Rolling Stone","8"
"657","Some Enchanted Evening","8.4"
"658","Up Where We Belong","3"
"659","I Still Haven't Found What I'm Looking For","0.1"
"660","Down Under","3.4"
"661","Open Arms","8"
"662","Night & Day","4.6"
"663","Hey Jude","3.3"
"664","Maniac","5.3"
"665","Paperback Writer","1.1"
"666","Two Hearts","5.6"
"667","Good Times","8"
"668","Boom Boom Pow","1.9"
"669","Jive Talkin'","3.7"
"670","Music","5.4"
"671","Pick Up the Pieces","8.9"
"672","Tom Dooley","9.1"
"673","Billie Jean","5.9"
"674","I Can't Get Started","6.2"
"675","Livin' La Vida Loca","0.7"
"676","That's the Way Love Goes","2.1"
"677","Runaway","1.5"
"678","Kung Fu Fighting","0.1"
"679","Only You (And You Alone)","6.7"
"680","U Got it Bad","1.4"
"681","My Life","8.3"
"682","Lights","0.6"
"683","Vision of Love","3"
"684","Whole Lotta Shakin' Goin' On","4"
"685","Unchained Melody","10"
"686","I'm a Believer","0.4"
"687","Mr Tambourine Man","4.4"
"688","Let's Dance","3.6"
"689","Some Enchanted Evening","2.7"
"690","Leader of the Pack","9.3"
"691","A String of Pearls","9.5"
"692","Daydream Believer","1.3"
"693","That's What Friends Are For","7.2"
"694","Don't Leave Me This Way","9.6"
"695","All Shook Up","1.3"
"696","We've Only Just Begun","9.5"
"697","She Drives Me Crazy","3.9"
"698","Sexyback","3"
"699","I Need You Now","7.8"
"700","Tossing & Turning","7.7"
"701","Irreplaceable","2.4"
"702","Ol' Man River","3.2"
"703","Purple Rain","9.9"
"704","Rum & Coca-Cola","0.1"
"705","Honky Tonk","9"
"706","The Gypsy","7.4"
"707","Cheek to Cheek","8.5"
"708","Be My Love","1.2"
"709","Need You Now","4.4"
"710","Kiss Me","1.9"
"711","Have You Ever Really Loved a Woman?","0.1"
"712","Happy Together","2"
"713","I Write the Songs","4"
"714","Bye","5.6"
"715","Stagger Lee","4.3"
"716","Monday Monday","1.7"
"717","I'll Be There","8.8"
"718","Streets of Philadelphia","5.8"
"719","Pick Up the Pieces","3.1"
"720","Take Me Home","4.9"
"721","Hollaback Girl","7.7"
"722","Paper Doll","3.3"
"723","Low","5.7"
"724","Gives You Hell","0.4"
"725","Papa Don't Preach","1.1"
"726","Boogie Woogie Bugle Boy","9.1"
"727","Swinging On a Star","5.8"
"728","Smoke On the Water","0.5"
"729","Cherish","0.5"
"730","Hello Dolly","3"
"731","Umbrella","0.8"
"732","Da Doo Ron Ron (When He Walked Me Home)","7.9"
"733","The Way We Were","6.1"
"734","U Got it Bad","6.9"
"735","Prisoner of Love","2.6"
"736","Oh","2"
"737","At the Hop","4"
"738","The Gypsy","4.3"
"739","Like a Virgin","7.2"
"740","Sing","5.6"
"741","Tears in Heaven","5.4"
"742","The Great Pretender","8.8"
"743","Stronger","4.2"
"744","Don't Go Breaking My Heart","1.7"
"745","Some of These Days","8.9"
"746","Make it With You","4.5"
"747","Best of My Love","4.4"
"748","Mack the Knife","6.1"
"749","Every Breath You Take","3.5"
"750","All I Wanna Do","0.4"
"751","Somethin' Stupid","5.2"
"752","Travellin' Band","6.2"
"753","Dizzy","2.4"
"754","We Found Love","4.7"
"755","No Scrubs","7.6"
"756","Upside Down","2.9"
"757","Working My Way Back to You","10"
"758","Turn! Turn! Turn! (To Everything There is a Season)","5.8"
"759","Shining Star","4.9"
"760","Too Close","6.3"
"761","Don't You (Forget About Me)","4"
"762","Endless Love","1.1"
"763","You'll Never Know","8.2"
"764","Losing My Religion","6"
"765","Look Away","3.3"
"766","Gypsies","1.7"
"767","Spinning Wheel","5.9"
"768","Grenade","3.3"
"769","It's My Party","7.2"
"770","The Hustle","4.4"
"771","Tonight's the Night (Gonna Be Alright)","7.7"
"772","Grenade","7.8"
"773","The Rose","0.7"
"774","Let Me Call You Sweetheart","4.6"
"775","Irreplaceable","8.1"
"776","Ol' Man River","3"
"777","Nothing's Gonna Stop Us Now","1.8"
"778","Being With You","8.6"
"779","Kiss","5.2"
"780","Here Without You","7.4"
"781","Say It Right","5.9"
"782","I'll Be Missing You","3.1"
"783","Don't You Want Me","3.3"
"784","Spinning Wheel","7.8"
"785","Ghostbusters","1.9"
"786","Love's Theme","6.9"
"787","Reunited","8.3"
"788","All My Lovin' (You're Never Gonna Get It)","8"
"789","I Wanna Dance With Somebody (Who Loves Me)","9.6"
"790","(You Keep Me) Hangin' On","7.9"
"791","Mona Lisa","3.9"
"792","I Went to Your Wedding","2.1"
"793","Mercy Mercy Me (The Ecology)","5.1"
"794","Sweet Georgia Brown","0.2"
"795","Black Or White","6"
"796","The Letter","9.3"
"797","Sugar Shack","1.4"
"798","April Showers","4.9"
"799","Want Ads","2.5"
"800","Grenade","3.1"
"801","Roll With It","3.8"
"802","Woman","4"
"803","Alone Again (Naturally)","8.6"
"804","(Sexual) Healing","3"
"805","The Way You Move","5.4"
"806","Kiss From a Rose","8.3"
"807","We Are the World","0.8"
"808","Bye","2.4"
"809","The Tracks of My Tears","7"
"810","Stayin' Alive","9.5"
"811","Everybody Wants to Rule the World","2.5"
"812","Me & Bobby McGee","2.8"
"813","Imagine","4"
"814","Happy Together","4.9"
"815","Straight Up","2.3"
"816","Light My Fire","8.9"
"817","Miss You","2.8"
"818","Dizzy","7.3"
"819","Pick Up the Pieces","4"
"820","Crazy","0.5"
"821","Ac-cent-tchu-ate the Positive","7.9"
"822","Empire State Of Mind","4.8"
"823","Spirit in the Sky","1.2"
"824","Tighten Up","2"
"825","Hero","4.4"
"826","On My Own","9.2"
"827","Say Say Say","4.1"
"828","Don't Let the Stars Get in Your Eyes","0"
"829","All My Lovin' (You're Never Gonna Get It)","3"
"830","Begin the Beguine","5.5"
"831","Stay (I Missed You)","2.4"
