id,author_id,year
"108","2457","2000"
"109","2432","2002"
"110","311","2019"
"111","95","2019"
"112","1953","1999"
"113","45","1989"
"114","4611","1996"
"115","3588","2013"
"116","4576","2013"
"117","650","1983"
"118","492","1979"
"119","1045","1996"
"120","843","1981"
"121","2841","1993"
"122","4559","1990"
"123","4568","2005"
"124","4031","1997"
"125","4550","2003"
"126","2866","1984"
"127","2914","2021"
"128","2929","1977"
"129","4842","1982"
"130","2691","1992"
"131","1049","1979"
"132","4848","1992"
"133","354","2003"
"134","2457","2004"
"135","3315","1984"
"136","2333","1978"
"137","4905","2000"
"138","1547","2003"
"139","3513","2019"
"140","4976","2010"
"141","416","1993"
"142","3758","1993"
"143","1323","2020"
"144","4512","2002"
"145","3141","2016"
"146","4711","2022"
"147","1421","1987"
"148","4620","1987"
"149","34","2005"
"150","192","1998"
"151","106","2008"
"152","4548","1993"
"153","1198","1977"
"154","2573","1980"
"155","1985","1992"
"156","421","1984"
"157","4228","1984"
"158","460","1992"
"159","2155","2008"
"160","1870","2016"
"161","1503","1994"
"162","1000","2000"
"163","1555","1980"
"164","3832","1978"
"165","2238","1979"
"166","1572","2019"
"167","3387","1981"
"168","3333","1993"
"169","1311","1986"
"170","4216","2009"
"171","1272","1992"
"172","3263","2012"
"173","651","2009"
"174","723","1990"
"175","2402","2012"
"176","4137","2017"
"177","3901","2020"
"178","4398","1975"
"179","4262","1982"
"180","523","2010"
"181","2035","2006"
"182","1225","2019"
"183","615","1999"
"184","2541","1981"
"185","906","2005"
"186","4067","2005"
"187","525","1989"
"188","273","2007"
"189","1874","2019"
"190","1103","1986"
"191","3565","1977"
"192","2105","2023"
"193","4310","2023"
"194","2112","1999"
"195","4310","2023"
"196","2959","1987"
"197","853","2010"
"198","2805","1976"
"199","1839","1993"
"200","4916","2002"
"201","639","1997"
"202","1529","1986"
"203","202","2008"
"204","2979","2020"
"205","3439","1996"
"206","2804","1977"
"207","3615","1988"
"208","3771","2006"
"209","3952","2006"
"210","3022","1992"
"211","4542","1987"
"212","624","1978"
"213","1983","2023"
"214","1369","1984"
"215","1003","2007"
"216","2122","1993"
"217","884","1977"
"218","3463","1998"
"219","2168","2018"
"220","739","1996"
"221","2797","1995"
"222","3702","1994"
"223","1001","2020"
"224","473","1997"
"225","1898","1996"
"226","2810","1989"
"227","2794","2010"
"228","3434","1976"
"229","38","2019"
"230","2673","1985"
"231","1045","2009"
"232","3566","1984"
"233","1241","1984"
"234","3590","1976"
"235","2200","1983"
"236","3845","1980"
"237","530","1996"
"238","3473","1992"
"239","328","2010"
"240","3623","2023"
"241","1950","1996"
"242","2143","1983"
"243","3160","2010"
"244","2557","1986"
"245","127","2007"
"246","113","1989"
"247","40","1998"
"248","4473","2021"
"249","4142","2019"
"250","4223","1987"
"251","590","2022"
"252","3722","2010"
"253","299","2011"
"254","3526","1997"
"255","3040","2023"
"256","4125","1979"
"257","3728","1999"
"258","3711","2020"
"259","1906","2010"
"260","3777","2021"
"261","2396","1995"
"262","3565","1987"
"263","1337","2008"
"264","2770","1991"
"265","4631","1994"
"266","3231","2010"
"267","4957","1981"
"268","4058","2003"
"269","2288","1994"
"270","3067","2005"
"271","4303","2008"
"272","3669","1981"
"273","917","2019"
"274","4890","1996"
"275","2477","1987"
"276","2045","1978"
"277","4855","1984"
"278","3128","1987"
"279","3047","1977"
"280","1754","2023"
"281","4340","1999"
"282","3384","2007"
"283","2821","2011"
"284","4735","2016"
"285","1643","2020"
"286","1513","2006"
"287","4727","2003"
"288","4051","1994"
"289","4983","2011"
"290","2660","1997"
"291","573","1996"
"292","1643","2016"
"293","2018","1975"
"294","876","2018"
"295","3096","1980"
"296","3516","2002"
"297","4899","1989"
"298","2000","1998"
"299","4039","2006"
"300","1374","2019"
"301","3684","1996"
"302","258","1983"
"303","2525","2015"
"304","4284","1992"
"305","3127","1992"
"306","988","1979"
"307","1491","1981"
"308","4907","1994"
"309","1554","2011"
"310","4542","1999"
"311","2942","1991"
"312","3077","1980"
"313","3031","1986"
"314","4654","1995"
"315","1839","1976"
"316","4584","1990"
"317","272","1980"
"318","3793","2015"
"319","1116","2004"
"320","4002","2015"
"321","2798","1975"
"322","4562","1981"
"323","4136","2007"
"324","2047","2002"
"325","1610","1985"
"326","1286","1997"
"327","1992","2003"
"328","623","2014"
"329","4596","2023"
"330","4762","2005"
"331","3122","1991"
"332","3607","1990"
"333","3431","2007"
"334","4372","1977"
"335","2317","1988"
"336","2432","1996"
"337","2749","2008"
"338","4396","2015"
"339","2218","2001"
"340","4638","1983"
"341","4256","2013"
"342","1260","2020"
"343","2166","1989"
"344","4606","1990"
"345","1350","1995"
"346","2063","1989"
"347","3534","2003"
"348","2131","2019"
"349","4105","2015"
"350","4837","1975"
"351","2307","1980"
"352","2769","2000"
"353","308","2010"
"354","1696","2020"
"355","1181","1989"
"356","4763","1991"
"357","934","1981"
"358","3649","1994"
"359","3189","2000"
"360","2459","2005"
"361","4134","1985"
"362","4061","2022"
"363","4148","1999"
"364","2211","2011"
"365","3597","1992"
"366","4442","1986"
"367","578","1983"
"368","2829","2019"
"369","346","1982"
"370","1436","2014"
"371","3920","2012"
"372","2526","1979"
"373","1619","2014"
"374","2190","2017"
"375","1229","1990"
"376","762","1984"
"377","4909","2005"
"378","1146","2013"
"379","3965","2019"
"380","3085","2012"
"381","1026","1978"
"382","4076","1978"
"383","3305","2019"
"384","3753","1997"
"385","2638","1985"
"386","1115","1986"
"387","275","1986"
"388","1409","2020"
"389","996","1998"
"390","1180","2006"
"391","2087","1997"
"392","4602","2019"
"393","4114","2018"
"394","506","1979"
"395","1806","2011"
"396","992","1991"
"397","4922","2008"
"398","182","1999"
"399","3838","1995"
"400","3878","1983"
"401","173","1980"
"402","2969","1985"
"403","4173","1989"
"404","1058","1984"
"405","2208","1981"
"406","3306","2004"
"407","645","1985"
"408","4500","1995"
"409","4791","1991"
"410","15","2000"
"411","2751","2017"
"412","1286","1993"
"413","2411","2014"
"414","75","2002"
"415","2734","1992"
"416","4563","2005"
"417","2274","1993"
"418","948","1997"
"419","261","2007"
"420","866","1981"
"421","2434","2016"
"422","667","2015"
"423","3092","1998"
"424","3313","2000"
"425","4702","2010"
"426","255","1975"
"427","4975","1986"
"428","1679","1990"
"429","141","1979"
"430","2282","1975"
"431","3478","2023"
"432","2204","2022"
"433","249","2003"
"434","3849","1985"
"435","2505","2007"
"436","3444","2017"
"437","4022","1999"
"438","184","2004"
"439","1493","1986"
"440","3135","1991"
"441","2009","2023"
"442","878","2007"
"443","2261","1983"
"444","2175","1982"
"445","1682","1997"
"446","1303","2017"
"447","4869","2014"
"448","2148","2015"
"449","2677","1987"
"450","1996","2018"
"451","607","2010"
"452","4133","1984"
"453","1366","1997"
"454","4953","2012"
"455","1672","1995"
"456","320","2009"
"457","4852","1987"
"458","2698","1980"
"459","2280","2013"
"460","3608","1979"
"461","3330","1980"
"462","4684","2008"
"463","1835","1986"
"464","4211","2015"
"465","1708","2007"
"466","1607","1993"
"467","303","2009"
"468","1676","1992"
"469","4829","1998"
"470","695","1993"
"471","1543","2004"
"472","3134","2012"
"473","2325","2017"
"474","57","1996"
"475","506","2023"
"476","4573","1992"
"477","4021","1992"
"478","3951","2012"
"479","2826","2007"
"480","4487","2004"
"481","4780","1976"
"482","4627","1980"
"483","3843","2005"
"484","4263","2003"
"485","3229","2023"
"486","1025","2011"
"487","4926","1976"
"488","2308","1996"
"489","231","1979"
"490","333","2014"
"491","580","2001"
"492","1350","1978"
"493","3478","1985"
"494","3013","1989"
"495","370","2023"
"496","465","2019"
"497","2796","1976"
"498","3177","2008"
"499","1258","1986"
"500","3459","2000"
"501","3885","1995"
"502","4414","1989"
"503","3468","2011"
"504","4410","2008"
"505","3135","2018"
"506","2496","1987"
"507","956","2002"
"508","343","2023"
"509","376","1996"
"510","890","1996"
"511","3741","2023"
"512","1343","2021"
"513","232","1989"
"514","882","2011"
"515","2334","2014"
"516","1156","1993"
"517","1720","2014"
"518","3973","1977"
"519","565","1986"
"520","683","1994"
"521","2376","1985"
"522","881","1991"
"523","3356","2022"
"524","1467","1979"
"525","4331","2012"
"526","4166","2023"
"527","1382","2002"
"528","2581","2007"
"529","2602","2022"
"530","3282","1992"
"531","3560","1994"
"532","4548","1999"
"533","1105","2012"
"534","1908","1991"
"535","879","1975"
"536","899","2008"
"537","598","1980"
"538","4074","1978"
"539","954","2009"
"540","4779","1976"
"541","4725","2012"
"542","494","1988"
"543","3196","1980"
"544","3414","2020"
"545","3947","2004"
"546","257","1975"
"547","4340","2020"
"548","3373","1997"
"549","3488","1986"
"550","4660","1982"
"551","312","2017"
"552","145","2019"
"553","1102","1978"
"554","4052","2010"
"555","4048","2023"
"556","2601","2002"
"557","293","1981"
"558","778","2022"
"559","3911","2020"
"560","942","2023"
"561","1441","2010"
"562","558","2014"
"563","2851","1982"
"564","1694","1987"
"565","3895","1992"
"566","3902","2009"
"567","3530","2009"
"568","2834","2022"
"569","3853","2019"
"570","1028","2003"
"571","3660","2023"
"572","1234","1981"
"573","1330","1983"
"574","3813","2022"
"575","792","2014"
"576","3635","1994"
"577","2979","1993"
"578","2627","2023"
"579","4232","2012"
"580","3774","2004"
"581","4353","1977"
"582","1349","1983"
"583","3895","1976"
"584","1158","2005"
"585","1643","2002"
"586","786","1977"
"587","2170","2014"
"588","1157","1994"
"589","2302","2002"
"590","764","1989"
"591","1870","2006"
"592","1931","2011"
"593","374","2007"
"594","2615","1988"
"595","841","2014"
"596","4529","2016"
"597","1926","1995"
"598","4782","1995"
"599","1010","1981"
"600","1470","2001"
"601","1525","1986"
"602","3857","1985"
"603","949","1999"
"604","2164","1984"
"605","3882","1999"
"606","1099","2003"
"607","873","1985"
"608","4657","1996"
"609","1122","1997"
"610","15","1991"
"611","3371","1995"
"612","1372","2022"
"613","4734","1982"
"614","1450","2007"
"615","1293","1977"
"616","976","1994"
"617","3465","1981"
"618","272","1993"
"619","4112","2001"
"620","3680","1994"
"621","106","2022"
"622","1477","1982"
"623","3673","2002"
"624","292","2000"
"625","3614","1992"
"626","1585","2009"
"627","1379","2002"
"628","222","1996"
"629","234","1986"
"630","2202","2020"
"631","3998","1984"
"632","117","2007"
"633","1959","1994"
"634","1971","1976"
"635","2570","2000"
"636","4889","2000"
"637","3721","1977"
"638","780","1977"
"639","2087","1980"
"640","1181","2020"
"641","1907","2006"
"642","2920","2020"
"643","4066","2015"
"644","4410","1993"
"645","1651","1980"
"646","3721","1990"
"647","3788","1984"
"648","2110","2015"
"649","1458","1983"
"650","1581","2008"
"651","4555","2006"
"652","1889","2022"
"653","3679","1985"
"654","267","2006"
"655","4920","1987"
"656","4725","2013"
"657","3581","2002"
"658","4364","1994"
"659","3760","2022"
"660","3405","2016"
"661","2841","1996"
"662","3310","1975"
"663","1946","1999"
"664","1792","1978"
"665","844","2017"
"666","4572","1975"
"667","1420","1976"
"668","1291","2015"
"669","1677","2013"
"670","587","1976"
"671","4291","1979"
"672","2450","1988"
"673","3414","2016"
"674","481","1996"
"675","3514","2007"
"676","648","1993"
"677","2725","1993"
"678","4844","2013"
"679","4101","2003"
"680","4511","2005"
"681","1956","2002"
"682","4042","1984"
"683","213","1988"
"684","1119","2015"
"685","2013","2010"
"686","2169","2003"
"687","4518","1997"
"688","3947","2004"
"689","3399","2010"
"690","2838","1986"
"691","4724","1995"
"692","2197","1994"
"693","109","1977"
"694","2917","2013"
"695","3104","1975"
"696","851","1994"
"697","414","2023"
"698","2614","1988"
"699","1630","2006"
"700","343","1975"
"701","3043","2012"
"702","2605","1982"
"703","3046","1977"
"704","3454","1978"
"705","3960","1975"
"706","4177","2023"
"707","4326","1995"
"708","4739","1990"
"709","2883","2017"
"710","4851","2018"
"711","1223","2022"
"712","4911","1978"
"713","4432","1990"
"714","3680","1981"
"715","4881","1995"
"716","2802","2013"
"717","3924","2010"
"718","4646","1980"
"719","144","1983"
"720","1772","2015"
"721","4608","1983"
"722","386","1987"
"723","1752","1988"
"724","996","2016"
"725","4198","1983"
"726","4913","1977"
"727","4993","2013"
"728","4688","1981"
"729","4569","2010"
"730","3555","2012"
"731","3040","2012"
"732","4272","1996"
"733","1611","2010"
"734","1220","1992"
"735","2810","2010"
"736","1516","1987"
"737","1809","1977"
"738","1933","2023"
"739","4510","1984"
"740","1705","2023"
"741","4358","1977"
"742","574","1981"
"743","4769","1975"
"744","3245","1981"
"745","1021","2022"
"746","3397","2011"
"747","916","1982"
"748","172","1984"
"749","4380","2022"
"750","4712","1975"
"751","2685","2020"
"752","4659","2005"
"753","2746","2001"
"754","4430","2006"
"755","1552","1994"
"756","602","1989"
"757","4658","1981"
"758","1159","2020"
"759","4873","1978"
"760","2754","2006"
"761","247","2021"
"762","4967","2000"
"763","503","1990"
"764","4386","2015"
"765","2363","2001"
"766","2911","1985"
"767","111","1989"
"768","2463","1979"
"769","2458","1991"
"770","3021","2010"
"771","1732","2009"
"772","65","2015"
"773","1914","1988"
"774","2042","2001"
"775","2118","2021"
"776","3549","1986"
"777","3449","2010"
"778","2048","1978"
"779","3622","1977"
"780","2296","1975"
"781","2700","2012"
"782","3221","1987"
"783","1164","1980"
"784","4755","1976"
"785","2296","2000"
"786","2180","1988"
"787","3581","2009"
"788","1671","1996"
"789","1257","1995"
"790","2483","1996"
"791","4836","1990"
"792","3702","2007"
"793","74","2009"
"794","466","1987"
"795","1327","2019"
"796","705","1988"
"797","1239","1976"
"798","3745","1987"
"799","3823","1986"
"800","3165","2007"
"801","4302","1987"
"802","2536","2018"
"803","2988","1999"
"804","2666","1976"
"805","503","1979"
"806","1896","1982"
"807","2781","1998"
"808","1376","1996"
"809","1126","2021"
"810","1823","2014"
"811","883","2020"
"812","1370","2010"
"813","1268","2010"
"814","1630","1976"
"815","2790","1975"
"816","480","2011"
"817","3774","2023"
"818","2751","2008"
"819","4768","2001"
"820","248","1984"
"821","491","1989"
"822","2873","1979"
"823","2690","2008"
"824","2494","2022"
"825","4193","2009"
"826","1353","1996"
"827","3062","2004"
"828","1041","1986"
"829","1675","2015"
"830","2502","1978"
"831","4288","2013"
"832","782","1995"
"833","3122","1979"
"834","4657","2014"
"835","161","1993"
"836","1558","2018"
"837","3963","2005"
"838","852","1998"
"839","1901","2022"
"840","3857","2022"
"841","4604","1998"
"842","3206","2007"
"843","4169","1976"
"844","345","1996"
"845","1162","2004"
"846","4113","1999"
"847","968","1975"
"848","1777","1987"
"849","3429","1987"
"850","1059","2021"
"851","1572","1984"
"852","3510","2016"
"853","2023","2017"
"854","1804","1979"
"855","1505","2009"
"856","545","1998"
"857","1355","2008"
"858","3802","2002"
"859","3339","2000"
"860","2706","2008"
"861","1491","1994"
"862","1076","1995"
"863","3637","1979"
"864","2727","1992"
"865","3935","2022"
"866","319","2005"
"867","2031","2022"
"868","1830","2009"
"869","3119","2005"
"870","2833","2001"
"871","1107","2021"
"872","3041","2014"
"873","3714","2019"
"874","1939","1991"
"875","4761","1985"
"876","2873","2001"
"877","3862","2010"
"878","2259","1985"
"879","3502","1998"
"880","289","2018"
"881","3213","1997"
"882","2182","2005"
"883","926","2019"
"884","625","1980"
"885","2337","2019"
"886","1433","2001"
"887","321","2017"
"888","490","1975"
"889","3381","2015"
"890","4324","1988"
"891","4969","2001"
"892","3662","2000"
"893","114","1984"
"894","3461","2018"
"895","1142","2022"
"896","4893","2023"
"897","2726","2011"
"898","619","1996"
"899","602","1975"
"900","2687","2010"
"901","2233","1984"
"902","3345","2019"
"903","3695","2000"
"904","1596","2022"
"905","4049","2001"
"906","4840","2017"
"907","4034","1989"
"908","4580","2002"
"909","2752","2021"
"910","1913","2018"
"911","366","2014"
"912","1777","1984"
"913","3371","1994"
"914","464","1995"
"915","1505","2001"
"916","4929","2019"
"917","3396","1994"
"918","1993","1991"
"919","4928","2017"
"920","802","1984"
"921","1055","1976"
"922","2234","2021"
"923","3863","1978"
"924","2701","1982"
"925","4020","2006"
"926","1164","2019"
"927","39","2023"
"928","1855","1982"
"929","3389","1991"
"930","1181","1994"
"931","3612","1983"
"932","3613","1991"
"933","2385","2017"
"934","4767","1981"
"935","3850","1975"
"936","3719","2006"
"937","2847","2005"
"938","3705","2023"
"939","4034","2005"
"940","3377","2000"
"941","3790","2002"
"942","4474","2023"
"943","3623","1980"
"944","1586","2017"
"945","691","2004"
"946","104","1993"
"947","88","1999"
"948","1332","2008"
"949","2442","1975"
"950","213","1989"
"951","2246","2011"
"952","1882","1992"
"953","4727","1990"
"954","1228","1980"
"955","4288","1980"
"956","2048","2004"
"957","3500","1978"
"958","2072","2019"
"959","1261","1985"
"960","3178","1991"
"961","1318","2002"
"962","4452","1984"
"963","1918","2014"
"964","535","2023"
"965","3426","2023"
"966","3735","1991"
"967","2057","1980"
"968","3080","2000"
"969","4240","1989"
"970","669","2023"
"971","2077","1991"
"972","2278","2000"
"973","534","1977"
"974","2666","2023"
"975","4666","2009"
"976","3616","1980"
"977","2071","1975"
"978","3860","1998"
"979","497","1999"
"980","3636","2009"
"981","2578","2004"
"982","2260","1983"
"983","2713","1979"
"984","3416","2022"
"985","1933","1978"
"986","603","2008"
"987","621","1984"
"988","1157","1990"
"989","2928","1982"
"990","3045","2000"
"991","327","2004"
"992","1905","1993"
"993","2565","1984"
"994","4079","2003"
"995","3061","2016"
"996","679","1982"
"997","4870","1996"
"998","1185","1991"
"999","4413","1975"
"1000","1529","1997"
