category_id,movie_id
"1","155"
"7","156"
"3","157"
"5","158"
"11","158"
"11","159"
"6","160"
"2","160"
"10","161"
"11","162"
"6","162"
"9","163"
"8","164"
"9","164"
"10","165"
"3","166"
"4","166"
"7","167"
"11","168"
"9","168"
"6","169"
"7","170"
"3","170"
"13","171"
"9","172"
"12","172"
"3","173"
"3","174"
"9","175"
"1","176"
"10","177"
"7","178"
"8","178"
"3","179"
"1","180"
"5","180"
"9","181"
"2","182"
"3","182"
"8","183"
"6","184"
"4","184"
"12","185"
"11","186"
"13","186"
"4","187"
"8","188"
"6","188"
"4","189"
"1","190"
"11","190"
"8","191"
"5","192"
"1","192"
"13","193"
"13","194"
"1","194"
"5","195"
"3","196"
"9","196"
"10","197"
"12","198"
"1","199"
"1","200"
"12","200"
"5","201"
"10","202"
"6","202"
"9","203"
"1","204"
"7","204"
"1","205"
"10","206"
"4","206"
"11","207"
"10","208"
"1","208"
"10","209"
"12","210"
"2","210"
"9","211"
"3","212"
"8","212"
"10","213"
"12","214"
"3","214"
"3","215"
"1","216"
"2","216"
"12","217"
"8","218"
"4","218"
"5","219"
"8","220"
"1","220"
"13","221"
"8","222"
"5","222"
"11","223"
"1","224"
"11","225"
"2","226"
"5","226"
"8","227"
"12","228"
"11","228"
"13","229"
"13","230"
"11","230"
"12","231"
"6","232"
"7","232"
"7","233"
"13","234"
"1","234"
"11","235"
"4","236"
"1","236"
"8","237"
"3","238"
"13","238"
"2","239"
"9","240"
"8","240"
"5","241"
"4","242"
"12","242"
"5","243"
"9","244"
"3","244"
"2","245"
"7","246"
"10","246"
"11","247"
"2","248"
"12","248"
"2","249"
"12","250"
"6","250"
"1","251"
"9","252"
"1","252"
"9","253"
"13","254"
"5","254"
"1","255"
"7","256"
"13","256"
"4","257"
"4","258"
"5","258"
"4","259"
"1","260"
"5","260"
"6","261"
"13","262"
"3","262"
"1","263"
"10","264"
"7","264"
"11","265"
"3","266"
"9","266"
"1","267"
"5","268"
"13","268"
"10","269"
"6","270"
"9","271"
"2","272"
"10","272"
"7","273"
"1","274"
"7","275"
"7","276"
"2","276"
"12","277"
"6","278"
"11","278"
"4","279"
"7","280"
"5","280"
"1","281"
"4","282"
"5","282"
"5","283"
"4","284"
"1","284"
"3","285"
"8","286"
"9","286"
"8","287"
"2","288"
"8","288"
"12","289"
"4","290"
"1","290"
"8","291"
"12","292"
"5","292"
"10","293"
"4","294"
"7","294"
"4","295"
"12","296"
"7","296"
"2","297"
"4","298"
"9","298"
"3","299"
"9","300"
"1","300"
"13","301"
"9","302"
"1","303"
"2","304"
"13","304"
"2","305"
"6","306"
"7","306"
"12","307"
"12","308"
"8","308"
"8","309"
"12","310"
"9","310"
"10","311"
"12","312"
"4","312"
"10","313"
"12","314"
"11","314"
"13","315"
"1","316"
"3","316"
"1","317"
"13","318"
"3","318"
"12","319"
"13","320"
"7","320"
"4","321"
"7","322"
"1","322"
"1","323"
"10","324"
"7","324"
"8","325"
"11","326"
"7","326"
"11","327"
"8","328"
"6","328"
"13","329"
"5","330"
"6","330"
"1","331"
"3","332"
"5","332"
"2","333"
"2","334"
"7","334"
"6","335"
"5","336"
"13","336"
"7","337"
"11","338"
"5","338"
"1","339"
"6","340"
"13","340"
"3","341"
"5","342"
"2","343"
"9","344"
"12","344"
"4","345"
"3","346"
"5","346"
"3","347"
"8","348"
"3","348"
"8","349"
"9","350"
"6","350"
"5","351"
"9","352"
"11","352"
"5","353"
"10","354"
"1","354"
"10","355"
"1","356"
"11","356"
"11","357"
"2","358"
"12","358"
"3","359"
"2","360"
"3","360"
"10","361"
"12","362"
"2","362"
"4","363"
"11","364"
"9","364"
"8","365"
"2","366"
"8","366"
"4","367"
"6","368"
"5","368"
"2","369"
"1","370"
"6","370"
"12","371"
"4","372"
"5","372"
"4","373"
"4","374"
"9","374"
"3","375"
"9","376"
"6","376"
"5","377"
"8","378"
"13","378"
"5","379"
"12","380"
"6","380"
"3","381"
"6","382"
"9","382"
"1","383"
"1","384"
"5","384"
"12","385"
"1","386"
"4","386"
"9","387"
"13","388"
"10","388"
"6","389"
"2","390"
"12","390"
"1","391"
"5","392"
"9","393"
"1","394"
"3","394"
"12","395"
"8","396"
"2","396"
"10","397"
"1","398"
"7","398"
"2","399"
"9","400"
"5","400"
"9","401"
"11","402"
"10","402"
"2","403"
"2","404"
"12","404"
"2","405"
"4","406"
"12","406"
"13","407"
"10","408"
"13","408"
"1","409"
"12","410"
"5","410"
"11","411"
"2","412"
"1","413"
"13","414"
"8","414"
"4","415"
"9","416"
"7","416"
"9","417"
"2","418"
"4","418"
"7","419"
"8","420"
"12","421"
"8","422"
"12","422"
"10","423"
"2","424"
"1","424"
"7","425"
"8","426"
"13","426"
"6","427"
"12","428"
"3","428"
"13","429"
"1","430"
"9","430"
"8","431"
"5","432"
"6","432"
"5","433"
"8","434"
"1","434"
"1","435"
"4","436"
"11","436"
"3","437"
"8","438"
"2","438"
"5","439"
"12","440"
"9","440"
"8","441"
"7","442"
"13","442"
"3","443"
"5","444"
"11","444"
"9","445"
"11","446"
"7","446"
"3","447"
"2","448"
"1","448"
"6","449"
"7","450"
"6","450"
"7","451"
"3","452"
"4","452"
"1","453"
"4","454"
"11","454"
"2","455"
"12","456"
"8","456"
"5","457"
"12","458"
"3","458"
"10","459"
"4","460"
"3","460"
"1","461"
"12","462"
"8","462"
"12","463"
"7","464"
"10","464"
"9","465"
"4","466"
"10","466"
"11","467"
"10","468"
"5","468"
"9","469"
"5","470"
"3","470"
"2","471"
"8","472"
"5","472"
"4","473"
"4","474"
"3","474"
"7","475"
"3","476"
"10","476"
"8","477"
"8","478"
"5","479"
"9","480"
"4","480"
"11","481"
"6","482"
"10","482"
"1","483"
"11","484"
"2","484"
"2","485"
"4","486"
"10","486"
"11","487"
"10","488"
"6","488"
"2","489"
"5","490"
"1","490"
"9","491"
"11","492"
"9","493"
"13","494"
"2","494"
"11","495"
"9","496"
"1","496"
"7","497"
"6","498"
"2","498"
"9","499"
"9","500"
"1","500"
"2","501"
"4","502"
"8","502"
"7","503"
"12","504"
"6","504"
"9","505"
"1","506"
"13","506"
"3","507"
"10","508"
"3","508"
"5","509"
"2","510"
"3","510"
"1","511"
"5","512"
"4","512"
"13","513"
"4","514"
"1","514"
"8","515"
"11","516"
"2","516"
"4","517"
"1","518"
"5","518"
"5","519"
"6","520"
"3","520"
"5","521"
"3","522"
"8","522"
"9","523"
"5","524"
"13","524"
"13","525"
"1","526"
"4","527"
"5","528"
"6","528"
"8","529"
"9","530"
"12","530"
"5","531"
"8","532"
"6","532"
"1","533"
"5","534"
"7","534"
"5","535"
"12","536"
"6","536"
"7","537"
"8","538"
"13","538"
"8","539"
"3","540"
"10","541"
"6","542"
"11","542"
"6","543"
"6","544"
"10","544"
"11","545"
"7","546"
"12","546"
"10","547"
"11","548"
"4","548"
"8","549"
"4","550"
"7","550"
"13","551"
"1","552"
"13","552"
"2","553"
"5","554"
"11","554"
"12","555"
"7","556"
"2","556"
"11","557"
"7","558"
"11","558"
"13","559"
"4","560"
"7","560"
"4","561"
"5","562"
"4","562"
"12","563"
"13","564"
"7","564"
"13","565"
"1","566"
"11","566"
"6","567"
"2","568"
"10","568"
"11","569"
"13","570"
"11","570"
"4","571"
"4","572"
"11","572"
"12","573"
"10","574"
"6","574"
"6","575"
"1","576"
"7","576"
"4","577"
"6","578"
"2","578"
"3","579"
"9","580"
"8","580"
"11","581"
"6","582"
"11","582"
"6","583"
"13","584"
"8","584"
"4","585"
"3","586"
"12","586"
"5","587"
"9","588"
"11","588"
"1","589"
"4","590"
"3","591"
"4","592"
"7","592"
"5","593"
"12","594"
"9","594"
"11","595"
"1","596"
"4","596"
"5","597"
"13","598"
"6","598"
"3","599"
"8","600"
"9","600"
"13","601"
"10","602"
"8","602"
"5","603"
"3","604"
"1","604"
"10","605"
"4","606"
"7","606"
"6","607"
"3","608"
"2","608"
"5","609"
"12","610"
"7","610"
"5","611"
"11","612"
"4","612"
"5","613"
"8","614"
"10","614"
"12","615"
"13","616"
"4","617"
"11","618"
"1","618"
"4","619"
"1","620"
"6","620"
"4","621"
"11","622"
"7","622"
"8","623"
"5","624"
"11","624"
"12","625"
"4","626"
"12","626"
"4","627"
"2","628"
"7","628"
"1","629"
"8","630"
"13","630"
"1","631"
"6","632"
"8","632"
"13","633"
"1","634"
"11","634"
"4","635"
"11","636"
"6","636"
"4","637"
"3","638"
"4","638"
"13","639"
"6","640"
"7","640"
"12","641"
"5","642"
"13","642"
"5","643"
"12","644"
"3","644"
"2","645"
"3","646"
"8","646"
"4","647"
"10","648"
"3","648"
"10","649"
"8","650"
"10","650"
"6","651"
"3","652"
"9","653"
"13","654"
"11","654"
"6","655"
"1","656"
"8","656"
"3","657"
"2","658"
"3","658"
"8","659"
"6","660"
"11","661"
"2","662"
"11","662"
"1","663"
"1","664"
"13","664"
"4","665"
"7","666"
"3","666"
"6","667"
"3","668"
"4","668"
"10","669"
"5","670"
"3","670"
"6","671"
"9","672"
"2","672"
"11","673"
"11","674"
"10","675"
"11","676"
"10","676"
"11","677"
"3","678"
"5","678"
"12","679"
"8","680"
"4","680"
"9","681"
"2","682"
"5","682"
"6","683"
"5","684"
"4","684"
"9","685"
"6","686"
"8","687"
"1","688"
"4","688"
"3","689"
"8","690"
"4","690"
"3","691"
"7","692"
"6","692"
"8","693"
"12","694"
"11","694"
"2","695"
"6","696"
"9","696"
"3","697"
"11","698"
"8","698"
"7","699"
"3","700"
"5","700"
"7","701"
"11","702"
"12","702"
"12","703"
"7","704"
"9","704"
"1","705"
"9","706"
"12","706"
"8","707"
"3","708"
"10","708"
"3","709"
"2","710"
"8","710"
"8","711"
"4","712"
"13","712"
"10","713"
"12","714"
"11","714"
"10","715"
"2","716"
"1","716"
"6","717"
"10","718"
"4","718"
"2","719"
"10","720"
"13","720"
"12","721"
"3","722"
"6","722"
"7","723"
"7","724"
"4","724"
"13","725"
"8","726"
"9","726"
"5","727"
"7","728"
"13","728"
"10","729"
"2","730"
"2","731"
"5","732"
"13","732"
"12","733"
"3","734"
"4","735"
"5","736"
"13","736"
"5","737"
"9","738"
"6","738"
"13","739"
"3","740"
"10","740"
"1","741"
"5","742"
"2","742"
"3","743"
"7","744"
"5","744"
"11","745"
"8","746"
"13","746"
"6","747"
"5","748"
"8","748"
"12","749"
"3","750"
"1","750"
"9","751"
"5","752"
"2","752"
"9","753"
"10","754"
"12","754"
"7","755"
"4","756"
"1","756"
"11","757"
"11","758"
"6","758"
"3","759"
"1","760"
"2","760"
"7","761"
"3","762"
"2","762"
"5","763"
"4","764"
"13","764"
"7","765"
"12","766"
"8","766"
"2","767"
"10","768"
"4","768"
"11","769"
"13","770"
"4","770"
"1","771"
"13","772"
"10","772"
"2","773"
"9","774"
"12","774"
"8","775"
"1","776"
"4","776"
"9","777"
"4","778"
"3","778"
"2","779"
"13","780"
"10","780"
"1","781"
"2","782"
"11","782"
"6","783"
"3","784"
"12","784"
"1","785"
"10","786"
"6","786"
"3","787"
"9","788"
"11","788"
"4","789"
"1","790"
"10","790"
"1","791"
"2","792"
"7","792"
"9","793"
"12","794"
"6","794"
"12","795"
"4","796"
"11","797"
"4","798"
"7","798"
"10","799"
"3","800"
"2","800"
"9","801"
"9","802"
"1","802"
"1","803"
"1","804"
"6","804"
"3","805"
"3","806"
"6","806"
"8","807"
"1","808"
"2","808"
"8","809"
"6","810"
"2","810"
"10","811"
"11","812"
"9","812"
"4","813"
"13","814"
"5","814"
"9","815"
"12","816"
"3","816"
"3","817"
"2","818"
"13","818"
"11","819"
"7","820"
"5","820"
"12","821"
"8","822"
"12","822"
"13","823"
"6","824"
"1","824"
"13","825"
"8","826"
"13","826"
"2","827"
"1","828"
"6","828"
"2","829"
"1","830"
"6","830"
"7","831"
"6","832"
"3","832"
"9","833"
"13","834"
"1","834"
"11","835"
"12","836"
"11","837"
"5","838"
"9","838"
"4","839"
"8","840"
"6","840"
"6","841"
"7","842"
"1","842"
"11","843"
"12","844"
"8","844"
"2","845"
"2","846"
"8","846"
"7","847"
"3","848"
"10","848"
"9","849"
"12","850"
"8","850"
"12","851"
"2","852"
"3","852"
"4","853"
"1","854"
"4","854"
"1","855"
"9","856"
"3","856"
"6","857"
"2","858"
"1","858"
"5","859"
"9","860"
"4","860"
"10","861"
"11","862"
"9","862"
"1","863"
"8","864"
"9","864"
"2","865"
"10","866"
"13","866"
"2","867"
"3","868"
"11","868"
"1","869"
"9","870"
"10","870"
"4","871"
"10","872"
"12","872"
"7","873"
"5","874"
"4","875"
"3","876"
"2","876"
"4","877"
"6","878"
"3","878"
"13","879"
"1","880"
"6","880"
"4","881"
"12","882"
"13","882"
"9","883"
"11","884"
"10","884"
"11","885"
"11","886"
"3","886"
"6","887"
"9","888"
"1","888"
"8","889"
"4","890"
"10","890"
"12","891"
"10","892"
"4","892"
"6","893"
"3","894"
"13","894"
"7","895"
"8","896"
"1","896"
"1","897"
"11","898"
"1","898"
"13","899"
"1","900"
"9","900"
"5","901"
"2","902"
"7","902"
"9","903"
"1","904"
"7","904"
"11","905"
"12","906"
"7","906"
"7","907"
"13","908"
"1","908"
"13","909"
"9","910"
"6","910"
"11","911"
"4","912"
"10","912"
"5","913"
"8","914"
"1","914"
"11","915"
"4","916"
"8","916"
"3","917"
"4","918"
"6","918"
"3","919"
"12","920"
"13","920"
"10","921"
"11","922"
"7","922"
"2","923"
"2","924"
"3","924"
"8","925"
"5","926"
"8","926"
"10","927"
"8","928"
"9","928"
"7","929"
"11","930"
"10","930"
"9","931"
"12","932"
"13","932"
"12","933"
"11","934"
"8","934"
"8","935"
"2","936"
"13","936"
"4","937"
"7","938"
"13","938"
"13","939"
"10","940"
"6","940"
"1","941"
"7","942"
"3","942"
"11","943"
"7","944"
"4","944"
"1","945"
"2","946"
"12","946"
"11","947"
"4","948"
"11","948"
"5","949"
"2","950"
"11","950"
"2","951"
"1","952"
"3","952"
"1","953"
"3","954"
"13","954"
"2","955"
"10","956"
"2","956"
"13","957"
"10","958"
"3","958"
"4","959"
"12","960"
"5","960"
"6","961"
"7","962"
"10","962"
"2","963"
"5","964"
"3","964"
"1","965"
"10","966"
"4","966"
"2","967"
"9","968"
"11","968"
"6","969"
"2","970"
"3","970"
"12","971"
"4","972"
"3","972"
"2","973"
"8","974"
"6","974"
"10","975"
"13","976"
"2","976"
"13","977"
"13","978"
"11","978"
"12","979"
"2","980"
"9","980"
"7","981"
"11","982"
"7","982"
"3","983"
"5","984"
"9","984"
"3","985"
"11","986"
"7","986"
"9","987"
"3","988"
"7","988"
"11","989"
"1","990"
"5","990"
"11","991"
"13","992"
"10","992"
"13","993"
"10","994"
"13","995"
"4","996"
"8","996"
"6","997"
"7","998"
"5","998"
"13","999"
"9","1000"
"4","1000"
"11","1001"
"12","1002"
"6","1002"
"11","1003"
"5","1004"
"8","1004"
"5","1005"
"12","1006"
"7","1006"
"6","1007"
"12","1008"
"7","1008"
"9","1009"
"4","1010"
"4","1011"
"3","1012"
"13","1012"
"5","1013"
"8","1014"
"6","1014"
"5","1015"
"5","1016"
"12","1017"
"7","1018"
"4","1018"
"7","1019"
"1","1020"
"5","1021"
"7","1022"
"10","1023"
"4","1024"
"11","1024"
"2","1025"
"5","1026"
"4","1027"
"11","1028"
"12","1028"
"5","1029"
"8","1030"
"5","1030"
"9","1031"
"8","1032"
"4","1033"
"11","1034"
"4","1035"
"6","1036"
"5","1036"
"9","1037"
"6","1038"
"2","1038"
"13","1039"
"9","1040"
"5","1040"
"10","1041"
"10","1042"
"12","1042"
"2","1043"
"6","1044"
"3","1044"
"1","1045"
"1","1046"
"5","1046"
"8","1047"
"11","1048"
"2","1048"
"13","1049"
"7","1050"
"13","1050"
"12","1051"
"13","1052"
"4","1052"
"6","1053"
"1","1054"
"4","1054"
"4","1055"
"9","1056"
"6","1056"
"9","1057"
"4","1058"
"1","1058"
"12","1059"
"3","1060"
"12","1060"
"10","1061"
"10","1062"
"5","1062"
"8","1063"
"1","1064"
"13","1065"
"3","1066"
"1","1066"
"2","1067"
"9","1068"
"13","1068"
"8","1069"
"3","1070"
"4","1070"
"1","1071"
"9","1072"
"8","1072"
"7","1073"
"1","1074"
"12","1074"
"7","1075"
"11","1076"
"1","1076"
"13","1077"
"11","1078"
"12","1078"
"13","1079"
"6","1080"
"1","1081"
"4","1082"
"8","1082"
"12","1083"
"7","1084"
"5","1084"
"9","1085"
"6","1086"
"9","1086"
"1","1087"
"6","1088"
"4","1088"
"8","1089"
"7","1090"
"10","1090"
"3","1091"
"7","1092"
"11","1092"
"2","1093"
"5","1094"
"11","1094"
"1","1095"
"1","1096"
"5","1096"
"7","1097"
"10","1098"
"1","1098"
"1","1099"
"6","1100"
"1","1100"
"9","1101"
"7","1102"
"8","1102"
"13","1103"
"12","1104"
"3","1104"
"12","1105"
"5","1106"
"12","1106"
"10","1107"
"5","1108"
"12","1109"
"5","1110"
"1","1110"
"2","1111"
"10","1112"
"1","1112"
"1","1113"
"8","1114"
"9","1114"
"8","1115"
"4","1116"
"7","1116"
"11","1117"
"11","1118"
"8","1118"
"10","1119"
"4","1120"
"2","1120"
"1","1121"
"3","1122"
"2","1122"
"2","1123"
"3","1124"
"5","1124"
"1","1125"
"2","1126"
"11","1126"
"5","1127"
"8","1128"
"4","1128"
"5","1129"
"5","1130"
"10","1130"
"1","1131"
"4","1132"
"1","1132"
"10","1133"
"3","1134"
"9","1134"
"1","1135"
"11","1136"
"6","1137"
"8","1138"
"3","1138"
"8","1139"
"5","1140"
"4","1140"
"10","1141"
"6","1142"
"3","1142"
"6","1143"
"12","1144"
"7","1144"
"4","1145"
"7","1146"
"8","1147"
"2","1148"
"10","1148"
"12","1149"
"1","1150"
"6","1150"
"11","1151"
"10","1152"
"12","1152"
"5","1153"
"4","1154"
"11","1154"
"13","1155"
"3","1156"
"9","1156"
"10","1157"
"7","1158"
"10","1158"
"4","1159"
"9","1160"
"1","1161"
"9","1162"
"2","1162"
"10","1163"
"2","1164"
"12","1164"
"2","1165"
"12","1166"
"9","1166"
"2","1167"
"10","1168"
"2","1168"
"10","1169"
"13","1170"
"2","1170"
"7","1171"
"1","1172"
"4","1172"
"5","1173"
"2","1174"
"10","1174"
"8","1175"
"5","1176"
"10","1176"
"11","1177"
"9","1178"
"10","1179"
"7","1180"
"4","1180"
"6","1181"
"10","1182"
"9","1182"
"8","1183"
"1","1184"
"12","1184"
"12","1185"
"5","1186"
"11","1186"
"9","1187"
"3","1188"
"13","1188"
"13","1189"
"3","1190"
"11","1190"
"13","1191"
"3","1192"
"7","1192"
"10","1193"
"8","1194"
"2","1194"
"10","1195"
"4","1196"
"11","1196"
"3","1197"
"5","1198"
"9","1198"
"12","1199"
"12","1200"
"3","1200"
"12","1201"
"1","1202"
"13","1202"
"13","1203"
"12","1204"
"10","1204"
"5","1205"
"11","1206"
"7","1206"
"6","1207"
"11","1208"
"9","1208"
"11","1209"
"10","1210"
"4","1210"
"11","1211"
"4","1212"
"1","1212"
"2","1213"
"10","1214"
"6","1214"
"5","1215"
"1","1216"
"6","1216"
"6","1217"
"11","1218"
"12","1218"
"8","1219"
"9","1220"
"10","1220"
"8","1221"
"13","1222"
"10","1222"
"8","1223"
"10","1224"
"6","1224"
"3","1225"
"8","1226"
"5","1226"
"1","1227"
"4","1228"
"6","1228"
"6","1229"
"4","1230"
"6","1230"
"11","1231"
"13","1232"
"10","1233"
"6","1234"
"2","1234"
"13","1235"
"9","1236"
"13","1236"
"1","1237"
"8","1238"
"1","1238"
"13","1239"
"10","1240"
"10","1241"
"6","1242"
"12","1242"
"6","1243"
"2","1244"
"1","1244"
"11","1245"
"13","1246"
"4","1246"
"7","1247"
"11","1248"
"1","1248"
"8","1249"
"11","1250"
"3","1250"
"12","1251"
"9","1252"
"12","1252"
"8","1253"
"5","1254"
"1","1254"
"2","1255"
"8","1256"
"10","1256"
"11","1257"
"3","1258"
"4","1258"
"7","1259"
"13","1260"
"12","1260"
"3","1261"
"6","1262"
"3","1262"
"10","1263"
"8","1264"
"7","1264"
"1","1265"
"12","1266"
"11","1266"
"1","1267"
"5","1268"
"8","1268"
"4","1269"
"5","1270"
"1","1270"
"6","1271"
"4","1272"
"6","1273"
"11","1274"
"5","1274"
"3","1275"
"7","1276"
"3","1276"
"9","1277"
"13","1278"
"6","1278"
"4","1279"
"1","1280"
"12","1280"
"6","1281"
"6","1282"
"8","1282"
"5","1283"
"5","1284"
"10","1284"
"10","1285"
"13","1286"
"3","1286"
"6","1287"
"1","1288"
"8","1288"
"9","1289"
"6","1290"
"12","1290"
"11","1291"
"9","1292"
"10","1292"
"12","1293"
"13","1294"
"7","1295"
"13","1296"
"6","1296"
"4","1297"
"3","1298"
"11","1298"
"3","1299"
"7","1300"
"3","1300"
"2","1301"
"7","1302"
"11","1302"
"10","1303"
"5","1304"
"13","1304"
"11","1305"
"11","1306"
"5","1306"
"13","1307"
"10","1308"
"13","1308"
"10","1309"
"5","1310"
"11","1310"
"6","1311"
"11","1312"
"9","1312"
"13","1313"
"11","1314"
"10","1314"
"5","1315"
"8","1316"
"12","1316"
"5","1317"
"3","1318"
"9","1318"
"3","1319"
"3","1320"
"2","1320"
"7","1321"
"7","1322"
"6","1322"
"5","1323"
"2","1324"
"3","1324"
"3","1325"
"12","1326"
"10","1326"
"6","1327"
"2","1328"
"3","1328"
"6","1329"
"10","1330"
"2","1330"
"1","1331"
"12","1332"
"1","1333"
"5","1334"
"8","1334"
"1","1335"
"9","1336"
"11","1336"
"2","1337"
"13","1338"
"6","1338"
"11","1339"
"5","1340"
"13","1340"
"10","1341"
"9","1342"
"10","1343"
"12","1344"
"12","1345"
"8","1346"
"10","1346"
"6","1347"
"6","1348"
"12","1348"
"4","1349"
"2","1350"
"13","1350"
"2","1351"
"4","1352"
"11","1352"
"8","1353"
"12","1354"
"7","1354"
"7","1355"
"4","1356"
"11","1356"
"9","1357"
"5","1358"
"6","1358"
"9","1359"
"13","1360"
"3","1361"
"1","1362"
"3","1362"
"8","1363"
"12","1364"
"6","1364"
"9","1365"
"6","1366"
"4","1366"
"6","1367"
"3","1368"
"3","1369"
"5","1370"
"4","1370"
"2","1371"
"7","1372"
"1","1372"
"8","1373"
"6","1374"
"11","1374"
"8","1375"
"13","1376"
"6","1376"
"10","1377"
"10","1378"
"4","1378"
"13","1379"
"12","1380"
"4","1380"
"13","1381"
"1","1382"
"5","1382"
"2","1383"
"5","1384"
"8","1384"
"8","1385"
"8","1386"
"13","1386"
"6","1387"
"2","1388"
"11","1388"
"3","1389"
"5","1390"
"13","1390"
"4","1391"
"13","1392"
"10","1392"
"2","1393"
"8","1394"
"13","1394"
"12","1395"
"7","1396"
"5","1396"
"5","1397"
"4","1398"
"10","1398"
"13","1399"
"2","1400"
"6","1400"
"6","1401"
"8","1402"
"10","1402"
"10","1403"
"11","1404"
"9","1404"
"4","1405"
"8","1406"
"10","1406"
"1","1407"
"6","1408"
"4","1408"
"8","1409"
"5","1410"
"4","1410"
"4","1411"
"12","1412"
"7","1412"
"13","1413"
"4","1414"
"7","1414"
"3","1415"
"12","1416"
"6","1416"
"6","1417"
"6","1418"
"11","1419"
"6","1420"
"2","1420"
"3","1421"
"7","1422"
"13","1422"
"1","1423"
"12","1424"
"2","1424"
"10","1425"
"9","1426"
"10","1426"
"7","1427"
"7","1428"
"1","1428"
"3","1429"
"7","1430"
"10","1430"
"12","1431"
"8","1432"
"12","1432"
"5","1433"
"9","1434"
"2","1434"
"9","1435"
"6","1436"
"2","1436"
"12","1437"
"2","1438"
"3","1438"
"12","1439"
"8","1440"
"9","1440"
"5","1441"
"6","1442"
"4","1442"
"11","1443"
"4","1444"
"11","1444"
"5","1445"
"1","1446"
"7","1446"
"8","1447"
"9","1448"
"2","1448"
"9","1449"
"1","1450"
"5","1450"
"5","1451"
"7","1452"
"10","1452"
"10","1453"
"7","1454"
"2","1454"
"13","1455"
"6","1456"
"5","1456"
"11","1457"
"7","1458"
"10","1458"
"7","1459"
"6","1460"
"5","1460"
"1","1461"
"1","1462"
"2","1462"
"13","1463"
"10","1464"
"4","1464"
"1","1465"
"8","1466"
"6","1466"
"8","1467"
"5","1468"
"8","1468"
"2","1469"
"8","1470"
"13","1470"
"6","1471"
"8","1472"
"12","1472"
"8","1473"
"11","1474"
"8","1474"
"10","1475"
"4","1476"
"10","1476"
"9","1477"
"10","1478"
"13","1478"
"8","1479"
"8","1480"
"10","1480"
"3","1481"
"5","1482"
"12","1482"
"12","1483"
"6","1484"
"11","1485"
"3","1486"
"6","1486"
"11","1487"
"5","1488"
"10","1488"
"1","1489"
"10","1490"
"2","1490"
"6","1491"
"7","1492"
"13","1492"
"8","1493"
"7","1494"
"8","1495"
"12","1496"
"6","1496"
"7","1497"
"7","1498"
"3","1498"
"8","1499"
"8","1500"
"10","1500"
"7","1501"
"2","1502"
"13","1502"
"13","1503"
"13","1504"
"1","1504"
"2","1505"
"9","1506"
"8","1506"
"9","1507"
"6","1508"
"3","1508"
"8","1509"
